OsID,True Class,Predicted Class,True/False
Os04g0541700,salt,cold,False
Os02g0462800,salt,cold,False
Os03g0267000,heat,heat,True
Os05g0381400,drought,drought,True
Os02g0126400,salt,stress,False
Os03g0669100,stress,drought,False
Os01g0699100,stress,stress,True
Os08g0504700,drought,drought,True
Os04g0684900,cold,drought,False
Os01g0549700,drought,drought,True
Os03g0669100,drought,drought,True
Os01g0699100,stress,stress,True
Os02g0126400,stress,stress,True
Os09g0522000,cold,salt,False
Os06g0625800,drought,drought,True
Os07g0154100,drought,salt,False
Os06g0682900,heat,heat,True
Os04g0578000,submergence,drought,False
Os01g0805600,cold,cold,True
Os07g0154100,salt,salt,True
Os01g0841500,salt,drought,False
Os02g0579600,drought,stress,False
Os06g0643900,drought,drought,True
Os04g0607500,salt,salt,True
Os01g0699100,salt,stress,False
Os01g0626400,heat,drought,False
Os02g0649300,stress,stress,True
Os06g0662200,cold,cold,True
Os03g0286900,heat,heat,True
Os04g0460600,stress,drought,False
Os03g0315400,salt,salt,True
Os01g0805600,cold,cold,True
Os12g0169400,stress,stress,True
Os09g0522000,drought,salt,False
Os01g0699100,salt,stress,False
Os02g0782500,heat,heat,True
Os01g0100700,drought,drought,True
Os03g0820300,salt,drought,False
Os01g0955100,drought,drought,True
Os03g0820300,salt,drought,False
Os05g0149600,drought,drought,True
Os05g0542500,cold,drought,False
Os04g0541700,salt,cold,False
Os03g0214200,drought,stress,False
Os06g0625900,drought,drought,True
Os04g0684900,cold,drought,False
Os05g0519700,heat,heat,True
Os03g0267200,drought,heat,False
Os11g0175500,stress,stress,True
Os03g0808900,heat,drought,False
Os04g0684900,cold,drought,False
Os01g0571300,salt,drought,False
Os02g0126400,stress,stress,True
Os08g0199525,stress,stress,True
Os09g0522000,salt,salt,True
Os11g0108700,drought,drought,True
Os02g0766700,stress,stress,True
Os06g0682900,heat,heat,True
Os02g0701300,cold,stress,False
Os04g0517100,drought,cold,False
Os05g0476700,stress,stress,True
Os03g0286900,heat,heat,True
Os01g0184100,heat,heat,True
Os09g0325700,drought,drought,True
Os03g0820300,cold,drought,False
Os02g0649300,stress,stress,True
Os03g0297100,drought,drought,True
Os01g0752500,salt,drought,False
Os04g0620700,drought,salt,False
Os01g0805600,cold,cold,True
Os02g0661100,salt,cold,False
Os01g0686800,salt,stress,False
Os09g0522000,cold,salt,False
Os02g0126400,stress,stress,True
Os02g0782500,heat,heat,True
Os01g0884300,heat,salt,False
Os03g0796501,heat,heat,True
Os03g0180800,drought,salt,False
Os07g0154100,salt,salt,True
Os04g0107900,heat,heat,True
Os03g0285800,cold,cold,True
Os01g0699100,salt,stress,False
Os03g0820300,salt,cold,False
Os02g0576700,stress,drought,False
Os02g0766700,drought,stress,False
Os06g0130100,drought,drought,True
Os01g0699100,salt,stress,False
Os02g0766700,stress,stress,True
Os01g0686800,stress,stress,True
Os04g0517100,drought,cold,False
Os05g0476700,stress,stress,True
Os09g0258600,drought,heat,False
Os11g0175500,stress,stress,True
Os01g0667200,stress,stress,True
Os02g0677300,cold,cold,True
Os09g0522200,cold,drought,False
Os08g0492500,drought,stress,False
Os03g0230300,drought,drought,True
Os01g0136200,salt,heat,False
Os01g0884300,drought,heat,False
Os03g0315400,salt,salt,True
Os03g0669100,stress,drought,False
Os06g0653000,drought,drought,True
Os02g0276500,drought,drought,True
Os01g0686800,stress,salt,False
Os05g0556900,drought,heat,False
Os01g0884300,drought,heat,False
Os09g0522200,drought,drought,True
Os02g0579600,stress,stress,True
Os05g0519700,heat,heat,True
Os08g0559200,drought,drought,True
Os03g0669100,drought,drought,True
Os01g0841500,cold,drought,False
Os03g0669100,stress,drought,False
Os04g0541700,cold,cold,True
Os02g0579600,drought,stress,False
Os12g0572000,drought,drought,True
Os05g0129300,cold,cold,True
Os06g0682900,heat,heat,True
Os03g0820300,salt,drought,False
Os03g0576700,heat,heat,True
Os03g0669100,stress,drought,False
Os03g0180800,salt,salt,True
Os03g0794700,drought,drought,True
Os11g0433900,heat,heat,True
Os09g0522000,cold,cold,True
Os01g0686800,salt,stress,False
Os01g0686800,salt,stress,False
Os08g0492500,salt,stress,False
Os02g0579600,drought,stress,False
Os02g0766700,salt,stress,False
Os05g0476700,stress,stress,True
Os01g0549700,salt,drought,False
Os02g0624300,cold,cold,True
Os05g0476700,stress,stress,True
Os03g0820300,drought,cold,False
Os09g0522200,cold,drought,False
Os03g0315400,drought,salt,False
Os05g0519700,heat,heat,True
Os09g0486500,drought,salt,False
Os02g0622500,heat,heat,True
Os01g0626400,stress,drought,False
Os03g0267200,heat,heat,True
Os02g0766700,salt,stress,False
Os01g0348700,drought,drought,True
Os03g0820300,salt,cold,False
Os04g0401700,salt,stress,False
Os01g0699100,stress,stress,True
Os09g0258600,heat,heat,True
Os01g0173100,drought,drought,True
Os09g0522000,salt,cold,False
Os03g0337800,drought,drought,True
Os01g0626400,stress,drought,False
Os01g0276800,heat,heat,True
Os04g0448900,drought,drought,True
Os11g0446000,drought,drought,True
Os01g0559550,drought,drought,True
Os04g0538000,heat,heat,True
Os09g0522000,salt,salt,True
Os12g0169400,stress,stress,True
Os05g0276500,salt,salt,True
Os09g0522200,cold,drought,False
Os01g0699100,stress,stress,True
Os02g0758000,heat,heat,True
Os01g0292700,drought,drought,True
Os04g0401700,salt,stress,False
Os01g0884300,salt,heat,False
Os01g0170000,heat,heat,True
Os11g0446000,salt,drought,False
Os09g0522000,salt,salt,True
Os04g0517100,drought,cold,False
Os01g0968800,salt,drought,False
Os02g0126400,salt,stress,False
Os02g0766700,stress,stress,True
Os01g0955100,drought,drought,True
Os03g0319300,drought,salt,False
Os01g0205700,cold,cold,True
Os05g0476700,stress,stress,True
Os01g0859300,drought,cold,False
Os05g0519700,heat,heat,True
Os07g0684900,drought,drought,True
Os08g0492500,stress,stress,True
Os01g0686800,stress,stress,True
Os02g0759400,drought,drought,True
Os05g0476700,cold,stress,False
Os07g0684900,stress,drought,False
Os02g0284600,drought,heat,False
Os03g0315400,salt,salt,True
Os12g0179800,cold,cold,True
Os11g0702100,heat,heat,True
Os11g0708400,drought,drought,True
Os01g0699100,stress,stress,True
Os04g0401700,stress,stress,True
Os01g0136200,salt,heat,False
Os04g0107900,heat,heat,True
Os02g0649300,stress,stress,True
Os01g0805600,cold,cold,True
Os04g0684900,drought,drought,True
Os06g0693700,drought,cold,False
Os02g0624300,cold,cold,True
Os01g0840700,drought,heat,False
Os01g0184100,heat,heat,True
Os11g0446000,drought,drought,True
Os02g0804100,drought,drought,True
Os05g0476700,cold,stress,False
Os04g0517100,cold,cold,True
Os06g0127100,drought,drought,True
Os10g0421800,cold,drought,False
Os03g0794700,drought,drought,True
Os06g0693700,drought,cold,False
Os09g0522200,salt,drought,False
Os01g0699100,stress,stress,True
Os03g0315400,drought,cold,False
Os08g0492500,drought,stress,False
Os02g0649300,stress,stress,True
Os09g0456200,drought,drought,True
Os02g0649300,stress,stress,True
Os08g0492500,drought,stress,False
Os01g0968800,salt,drought,False
Os06g0593100,heat,heat,True
Os02g0766700,drought,stress,False
Os01g0723200,drought,drought,True
Os09g0522200,cold,drought,False
Os02g0622300,drought,drought,True
Os03g0302200,heat,heat,True
Os03g0285800,salt,cold,False
Os01g0759400,drought,salt,False
Os01g0805600,cold,cold,True
Os07g0684900,stress,drought,False
Os12g0548300,drought,salt,False
Os10g0465800,heat,drought,False
Os01g0170000,heat,heat,True
Os09g0109600,drought,drought,True
Os01g0699100,stress,stress,True
Os08g0492500,salt,stress,False
Os04g0541700,salt,cold,False
Os03g0820300,salt,drought,False
Os02g0579600,salt,stress,False
Os03g0794700,drought,drought,True
Os03g0808900,heat,cold,False
Os02g0758000,heat,heat,True
Os10g0419300,heat,heat,True
Os02g0576700,stress,drought,False
Os11g0702100,heat,heat,True
Os05g0476700,stress,stress,True
Os04g0659900,stress,stress,True
Os04g0107900,heat,heat,True
Os09g0522000,salt,salt,True
Os03g0820300,salt,drought,False
Os05g0519700,heat,heat,True
Os09g0522000,drought,salt,False
Os04g0668900,drought,drought,True
Os02g0491400,heat,heat,True
Os03g0285800,salt,cold,False
Os01g0141000,salt,drought,False
Os04g0541700,cold,cold,True
Os08g0492500,stress,stress,True
Os03g0576700,heat,heat,True
Os04g0517100,cold,cold,True
Os01g0955100,drought,drought,True
Os05g0519700,heat,heat,True
Os02g0743500,drought,drought,True
Os02g0126400,stress,stress,True
Os02g0304900,drought,drought,True
Os01g0884300,salt,heat,False
Os03g0315400,salt,salt,True
Os11g0244200,heat,heat,True
Os05g0476700,cold,stress,False
Os02g0579600,drought,stress,False
Os10g0465800,heat,drought,False
Os09g0109600,drought,drought,True
Os02g0126400,salt,stress,False
Os03g0267000,heat,heat,True
Os01g0205700,heat,cold,False
Os05g0381400,drought,drought,True
Os03g0267000,heat,heat,True
Os01g0884300,cold,heat,False
Os02g0669100,cold,drought,False
Os02g0134300,drought,drought,True
Os06g0206900,heat,heat,True
Os07g0684800,heat,salt,False
Os04g0620700,salt,salt,True
Os07g0103500,drought,salt,False
Os01g0136200,salt,heat,False
Os03g0267000,heat,heat,True
Os04g0401700,stress,stress,True
Os03g0820300,cold,drought,False
Os03g0329200,heat,heat,True
Os03g0782500,drought,drought,True
Os02g0782500,heat,heat,True
Os11g0528700,drought,drought,True
Os04g0517100,cold,cold,True
Os01g0136200,heat,heat,True
Os03g0820300,salt,drought,False
Os07g0143200,stress,drought,False
Os03g0230300,cold,cold,True
Os05g0129300,cold,cold,True
Os02g0198900,drought,drought,True
Os03g0170900,heat,drought,False
Os03g0285800,cold,cold,True
Os01g0955100,drought,drought,True
Os03g0230500,salt,salt,True
Os04g0541700,drought,cold,False
Os05g0542500,drought,drought,True
Os10g0465800,drought,heat,False
Os06g0154500,drought,drought,True
Os02g0759000,heat,heat,True
Os08g0525600,heat,heat,True
Os03g0669100,drought,drought,True
Os09g0522200,cold,drought,False
Os01g0136200,drought,heat,False
Os03g0302200,heat,heat,True
Os03g0390000,drought,drought,True
Os06g0319700,drought,heat,False
Os05g0488800,drought,drought,True
Os01g0757500,heat,heat,True
Os01g0686800,salt,stress,False
Os02g0758000,heat,heat,True
Os02g0758000,heat,heat,True
Os01g0884300,drought,salt,False
Os02g0758000,heat,heat,True
Os03g0267000,heat,heat,True
Os04g0517100,cold,cold,True
Os02g0606700,salt,drought,False
Os01g0686800,salt,salt,True
Os02g0649300,stress,stress,True
Os03g0267000,heat,heat,True
Os04g0460600,stress,drought,False
Os01g0851000,heat,heat,True
Os02g0766700,stress,stress,True
Os03g0297100,drought,drought,True
Os01g0699100,stress,stress,True
Os01g0104100,cold,drought,False
Os01g0140500,heat,drought,False
Os02g0759000,heat,heat,True
Os08g0525600,heat,heat,True
Os12g0169400,stress,stress,True
Os01g0170000,heat,heat,True
Os11g0433900,heat,heat,True
Os11g0433900,heat,heat,True
Os01g0699100,salt,stress,False
Os04g0541700,salt,cold,False
Os01g0699100,stress,stress,True
Os01g0686800,salt,salt,True
Os09g0522200,drought,drought,True
Os03g0267000,heat,heat,True
Os02g0766700,salt,stress,False
Os03g0680800,drought,stress,False
Os01g0292700,heat,drought,False
Os02g0758000,heat,heat,True
Os02g0126400,stress,stress,True
Os12g0555000,drought,drought,True
Os01g0699100,stress,stress,True
Os01g0699100,salt,stress,False
Os01g0136200,heat,heat,True
Os08g0492500,drought,stress,False
Os04g0541700,drought,cold,False
Os08g0492500,drought,stress,False
Os01g0884300,heat,heat,True
Os07g0476500,drought,drought,True
Os09g0522200,drought,drought,True
Os04g0517100,drought,cold,False
Os03g0267200,heat,heat,True
Os09g0555500,drought,stress,False
Os03g0250000,drought,drought,True
Os01g0276800,heat,heat,True
Os08g0492500,salt,stress,False
Os11g0702100,heat,heat,True
Os08g0492500,drought,stress,False
Os09g0522000,cold,salt,False
Os01g0100700,drought,drought,True
Os04g0541700,cold,cold,True
Os01g0136200,drought,heat,False
Os05g0207300,drought,drought,True
Os07g0154100,drought,salt,False
Os06g0130100,drought,drought,True
Os06g0682900,heat,heat,True
Os02g0126400,drought,stress,False
Os02g0126400,drought,stress,False
Os05g0476700,stress,stress,True
Os02g0649300,stress,stress,True
Os06g0643900,drought,drought,True
Os09g0522000,drought,salt,False
Os02g0576700,stress,drought,False
Os02g0758000,heat,heat,True
Os05g0476700,cold,stress,False
Os05g0556900,heat,heat,True
Os01g0851000,heat,heat,True
Os05g0476700,stress,stress,True
Os09g0410300,cold,cold,True
Os01g0884300,drought,salt,False
Os03g0267000,heat,heat,True
Os01g0184100,heat,heat,True
Os09g0522000,drought,salt,False
Os02g0782500,heat,heat,True
Os05g0381400,drought,cold,False
Os02g0701300,cold,stress,False
Os04g0600200,cold,cold,True
Os01g0182600,stress,stress,True
Os05g0519700,heat,heat,True
Os04g0620700,drought,salt,False
Os03g0285800,cold,cold,True
Os11g0140400,drought,drought,True
Os09g0522000,drought,salt,False
Os09g0522000,drought,salt,False
Os08g0540400,salt,drought,False
Os01g0205700,cold,cold,True
Os01g0686800,salt,stress,False
Os03g0820300,cold,drought,False
Os02g0624300,cold,cold,True
Os01g0626400,drought,drought,True
Os02g0606700,drought,drought,True
Os09g0522200,cold,drought,False
Os07g0163000,salt,salt,True
Os03g0315400,drought,salt,False
Os03g0128700,drought,cold,False
Os04g0401700,drought,stress,False
Os08g0497600,drought,drought,True
Os05g0519700,heat,heat,True
Os09g0109600,drought,drought,True
Os05g0476700,cold,stress,False
Os05g0476700,cold,stress,False
Os03g0643300,drought,drought,True
Os02g0126400,salt,stress,False
Os02g0782500,heat,heat,True
Os09g0522000,cold,salt,False
Os02g0624300,cold,cold,True
Os02g0622500,heat,heat,True
Os02g0579600,salt,stress,False
Os02g0782500,heat,heat,True
Os01g0741900,drought,stress,False
Os04g0684900,drought,drought,True
Os05g0519700,heat,heat,True
Os03g0794700,drought,drought,True
Os02g0766700,drought,stress,False
Os02g0701300,stress,stress,True
Os10g0419300,heat,heat,True
Os05g0519700,heat,heat,True
Os02g0649300,stress,stress,True
Os01g0884300,cold,heat,False
Os01g0191300,drought,drought,True
Os01g0686800,salt,stress,False
Os02g0649300,stress,stress,True
Os01g0884300,drought,salt,False
Os03g0736500,drought,drought,True
Os03g0285800,drought,cold,False
Os03g0820300,drought,drought,True
Os03g0833200,salt,drought,False
Os01g0615100,drought,salt,False
Os03g0815100,drought,drought,True
Os01g0884300,salt,salt,True
Os02g0774300,heat,heat,True
Os04g0517100,cold,cold,True
Os02g0758000,heat,heat,True
Os03g0245800,heat,heat,True
Os02g0120800,salt,drought,False
Os06g0487900,drought,drought,True
Os02g0766700,drought,stress,False
Os09g0542000,drought,heat,False
Os06g0682900,heat,heat,True
Os05g0542500,drought,salt,False
Os01g0686800,salt,stress,False
Os04g0401700,stress,stress,True
Os04g0538000,heat,heat,True
Os01g0699100,stress,stress,True
Os01g0699100,salt,stress,False
Os01g0182600,stress,stress,True
Os03g0109600,drought,drought,True
Os03g0286900,drought,heat,False
Os04g0445100,heat,heat,True
Os04g0540900,drought,salt,False
Os11g0210300,submergence,submergence,True
Os01g0205700,drought,cold,False
Os01g0884300,salt,heat,False
Os05g0542500,salt,cold,False
Os01g0100700,drought,drought,True
Os01g0686800,salt,stress,False
Os08g0492500,salt,stress,False
Os01g0699100,stress,stress,True
Os01g0686800,stress,stress,True
Os09g0522000,salt,cold,False
Os01g0667200,stress,stress,True
Os03g0286900,heat,heat,True
Os03g0223400,drought,drought,True
Os02g0579600,stress,stress,True
Os02g0649300,stress,stress,True
Os03g0820300,cold,cold,True
Os04g0684900,cold,drought,False
Os03g0267200,heat,heat,True
Os09g0522000,cold,salt,False
Os01g0955100,drought,drought,True
Os01g0734200,stress,drought,False
Os01g0699100,salt,stress,False
Os02g0624300,cold,cold,True
Os06g0246500,drought,drought,True
Os07g0154100,salt,salt,True
Os02g0198900,heat,drought,False
Os03g0180800,salt,salt,True
Os01g0358400,drought,drought,True
Os09g0522200,salt,drought,False
Os03g0286900,heat,heat,True
Os04g0448900,drought,drought,True
Os01g0549700,salt,drought,False
Os01g0699100,salt,stress,False
Os10g0419300,heat,heat,True
Os04g0401700,stress,stress,True
Os03g0761100,drought,drought,True
Os07g0143200,stress,drought,False
Os06g0127100,salt,drought,False
Os01g0170000,heat,heat,True
Os01g0805600,cold,cold,True
Os03g0820300,salt,cold,False
Os09g0522000,drought,salt,False
Os04g0517100,drought,cold,False
Os08g0492500,salt,stress,False
Os03g0820300,drought,drought,True
Os09g0522200,salt,drought,False
Os01g0182600,stress,stress,True
Os09g0522000,drought,salt,False
Os06g0130100,salt,drought,False
Os05g0476700,stress,stress,True
Os01g0183400,salt,drought,False
Os01g0741900,drought,stress,False
Os03g0820300,salt,drought,False
Os02g0782500,heat,heat,True
Os03g0669100,stress,drought,False
Os02g0661100,salt,cold,False
Os07g0154100,drought,salt,False
Os02g0134300,drought,drought,True
Os02g0126400,salt,stress,False
Os01g0307500,salt,drought,False
Os01g0348700,drought,drought,True
Os02g0758000,heat,heat,True
Os02g0606700,drought,drought,True
Os04g0517100,drought,cold,False
Os05g0531000,drought,drought,True
Os03g0166000,heat,drought,False
Os01g0884300,heat,salt,False
Os02g0782500,heat,heat,True
Os09g0286400,drought,drought,True
Os03g0669100,stress,drought,False
Os09g0258600,drought,heat,False
Os02g0644000,salt,drought,False
Os08g0504700,salt,drought,False
Os01g0571300,salt,cold,False
Os02g0624300,cold,cold,True
Os01g0263300,cold,cold,True
Os09g0306400,drought,drought,True
Os12g0150200,salt,drought,False
Os05g0519700,heat,heat,True
Os03g0267000,heat,heat,True
Os07g0154100,salt,salt,True
Os01g0270100,stress,stress,True
Os03g0267000,heat,heat,True
Os02g0126400,salt,stress,False
Os09g0522200,drought,drought,True
Os03g0267000,heat,heat,True
Os03g0808900,heat,cold,False
Os01g0699100,salt,stress,False
Os11g0140400,salt,drought,False
Os02g0622500,heat,heat,True
Os05g0556900,heat,heat,True
Os04g0517100,drought,cold,False
Os02g0579600,drought,stress,False
Os02g0274900,drought,salt,False
Os05g0476700,cold,stress,False
Os02g0766700,stress,stress,True
Os12g0572000,drought,drought,True
Os05g0519700,heat,heat,True
Os01g0659900,drought,drought,True
Os10g0411700,drought,drought,True
Os12g0169400,stress,stress,True
Os02g0624300,cold,cold,True
Os01g0626400,heat,drought,False
Os05g0476700,stress,stress,True
Os04g0401700,salt,stress,False
Os02g0606700,drought,drought,True
Os01g0205700,salt,cold,False
Os02g0758000,heat,heat,True
Os04g0684900,drought,drought,True
Os01g0968800,drought,drought,True
Os09g0522000,salt,salt,True
Os03g0245800,heat,heat,True
Os02g0759000,heat,heat,True
Os02g0649300,stress,stress,True
Os01g0104100,drought,drought,True
Os03g0815100,salt,drought,False
Os01g0851000,heat,heat,True
Os02g0551100,drought,drought,True
Os01g0840700,heat,drought,False
Os01g0699100,stress,stress,True
Os04g0517100,drought,cold,False
Os03g0329200,heat,heat,True
Os03g0315400,drought,salt,False
Os02g0649300,stress,stress,True
Os02g0579600,drought,stress,False
Os05g0518600,salt,salt,True
Os03g0820300,drought,drought,True
Os09g0258600,drought,heat,False
Os11g0127600,salt,salt,True
Os09g0522200,cold,drought,False
Os09g0522000,drought,salt,False
Os08g0344100,salt,drought,False
Os01g0699100,stress,stress,True
Os03g0336700,heat,heat,True
Os10g0419300,heat,heat,True
Os02g0802700,drought,drought,True
Os03g0815100,drought,drought,True
Os04g0401700,stress,stress,True
Os03g0230300,cold,drought,False
Os01g0626400,drought,drought,True
Os04g0521100,drought,drought,True
Os03g0230300,cold,drought,False
Os04g0541700,cold,cold,True
Os03g0267200,heat,heat,True
Os03g0180800,salt,salt,True
Os09g0522200,drought,drought,True
Os04g0659100,drought,drought,True
Os01g0699100,stress,stress,True
Os04g0460600,stress,drought,False
Os01g0170000,heat,heat,True
Os03g0815100,salt,drought,False
Os01g0136200,heat,heat,True
Os03g0820300,cold,cold,True
Os02g0576700,drought,drought,True
Os03g0820500,drought,drought,True
Os03g0286900,drought,heat,False
Os03g0267000,heat,heat,True
Os02g0126400,salt,stress,False
Os09g0413500,heat,heat,True
Os09g0522200,drought,drought,True
Os09g0522000,cold,salt,False
Os09g0481700,drought,drought,True
Os08g0492500,stress,stress,True
Os02g0701300,stress,stress,True
Os02g0126400,stress,stress,True
Os02g0669100,cold,drought,False
Os09g0522000,salt,salt,True
Os08g0492500,salt,stress,False
Os01g0184100,heat,heat,True
Os07g0154100,salt,salt,True
Os11g0433900,heat,heat,True
Os02g0758000,heat,heat,True
Os01g0805600,cold,cold,True
Os11g0433900,heat,heat,True
Os09g0325700,drought,drought,True
Os05g0476700,stress,cold,False
Os01g0263300,cold,cold,True
Os02g0736400,drought,drought,True
Os03g0286900,drought,heat,False
Os07g0154100,drought,salt,False
Os03g0669100,drought,drought,True
Os11g0433900,heat,heat,True
Os09g0286400,salt,drought,False
Os01g0686800,stress,stress,True
Os02g0701300,stress,stress,True
Os05g0519700,heat,heat,True
Os01g0659900,drought,drought,True
Os11g0702100,heat,heat,True
Os01g0884300,drought,salt,False
Os04g0107900,heat,heat,True
Os01g0884300,cold,heat,False
Os03g0285800,drought,cold,False
Os01g0884300,heat,heat,True
Os07g0154100,salt,salt,True
Os05g0455500,cold,salt,False
Os11g0175500,stress,stress,True
Os05g0519700,heat,heat,True
Os03g0669100,drought,drought,True
Os02g0126400,stress,stress,True
Os01g0659900,drought,drought,True
Os02g0657000,drought,drought,True
Os04g0538000,heat,heat,True
Os02g0759000,heat,heat,True
Os04g0620700,salt,salt,True
Os01g0182600,stress,stress,True
Os03g0329200,heat,heat,True
Os09g0522200,cold,drought,False
Os01g0699100,stress,stress,True
Os12g0555000,drought,drought,True
Os07g0561300,salt,cold,False
Os08g0492500,drought,stress,False
Os01g0183400,salt,drought,False
Os09g0375100,heat,heat,True
Os04g0541700,drought,cold,False
Os01g0868000,salt,salt,True
Os02g0649300,stress,stress,True
Os02g0782500,heat,heat,True
Os11g0528700,drought,drought,True
Os03g0230300,cold,drought,False
Os02g0478600,drought,drought,True
Os10g0419300,heat,heat,True
Os01g0805600,cold,cold,True
Os03g0180800,salt,salt,True
Os01g0699100,salt,stress,False
Os01g0968800,salt,drought,False
Os03g0644400,salt,salt,True
Os07g0154100,salt,salt,True
Os08g0525600,heat,heat,True
Os03g0329200,heat,heat,True
Os02g0753800,drought,drought,True
Os07g0684900,stress,drought,False
Os09g0522200,drought,drought,True
Os05g0476700,cold,stress,False
Os06g0643900,drought,drought,True
Os02g0579600,stress,stress,True
Os03g0286900,drought,heat,False
Os02g0649300,stress,stress,True
Os01g0686800,salt,stress,False
Os11g0702100,heat,heat,True
Os03g0820300,drought,drought,True
Os05g0542500,salt,salt,True
Os09g0522000,drought,salt,False
Os04g0401700,stress,stress,True
Os03g0285800,drought,cold,False
Os04g0401700,salt,stress,False
Os03g0820500,drought,drought,True
Os03g0315400,salt,cold,False
Os02g0661100,cold,cold,True
Os10g0465800,heat,heat,True
Os03g0669100,stress,drought,False
Os02g0579600,stress,stress,True
Os12g0617400,drought,salt,False
Os07g0154100,drought,salt,False
Os04g0620700,salt,drought,False
Os09g0522000,cold,salt,False
Os04g0401700,salt,stress,False
Os08g0344100,salt,drought,False
Os09g0413500,drought,heat,False
Os01g0699100,salt,stress,False
Os02g0782500,heat,heat,True
Os09g0522200,drought,drought,True
Os05g0519700,heat,heat,True
Os03g0327800,drought,drought,True
Os09g0258600,drought,heat,False
Os01g0810300,heat,heat,True
Os03g0267000,heat,heat,True
Os03g0267000,heat,heat,True
Os01g0699100,salt,stress,False
Os02g0126400,salt,stress,False
Os05g0519700,heat,heat,True
Os03g0680800,drought,drought,True
Os04g0684900,cold,drought,False
Os09g0522000,salt,salt,True
Os11g0446000,salt,drought,False
Os01g0686800,salt,stress,False
Os02g0736400,drought,drought,True
Os03g0736500,drought,drought,True
Os09g0279600,drought,drought,True
Os08g0118000,drought,drought,True
Os06g0319700,heat,heat,True
Os05g0476700,stress,stress,True
Os09g0522000,drought,salt,False
Os02g0649300,stress,stress,True
Os09g0522000,drought,salt,False
Os04g0401700,drought,stress,False
Os03g0276500,heat,heat,True
Os03g0286900,drought,heat,False
Os04g0401700,salt,stress,False
Os02g0669100,drought,drought,True
Os03g0680800,stress,drought,False
Os03g0820300,salt,cold,False
Os02g0774300,heat,heat,True
Os01g0136200,salt,heat,False
Os03g0286900,drought,heat,False
Os01g0955100,salt,drought,False
Os04g0401700,drought,stress,False
Os01g0699100,stress,stress,True
Os05g0476700,cold,stress,False
